transaction_id,user_id,amount,city
105,15,4939.97,Madrid
106,22,2151.88,Rio
107,9,1654.97,Rio
108,90,672.09,Madrid
109,65,4481.09,Sao Paulo
110,97,1349.41,Madrid
111,36,453.06,Lisbon
112,89,4767.84,Sao Paulo
113,38,1373.33,Madrid
114,38,2895.46,Sao Paulo
115,40,811.65,Madrid
116,87,1795.69,Madrid
117,83,4803.37,Sao Paulo
118,57,2870.01,Lisbon
119,19,3938.2,Rio
120,82,1922.76,Lisbon
121,39,2519.39,Lisbon
122,7,3342.53,Lisbon
123,2,1146.93,Madrid
124,3,3608.87,Rio
125,4,3149.37,Rio
126,14,2631.48,Sao Paulo
127,43,1638.9,Sao Paulo
128,22,702.46,Madrid
129,48,4071.05,Rio
130,50,2632.56,Rio
131,17,3197.33,Sao Paulo
132,35,75.39,Rio
133,69,4783.21,Madrid
134,54,4531.15,Madrid
135,32,1275.39,Lisbon
136,100,2316.46,Madrid
137,66,1267.41,Madrid
138,56,3282.38,Madrid
139,34,4630.99,Sao Paulo
140,6,1145.3,Madrid
141,35,1953.94,Sao Paulo
142,70,4399.3,Rio
143,43,1741.59,Sao Paulo
144,24,2653.99,Madrid
145,41,310.96,Sao Paulo
146,96,427.79,Rio
147,47,2324.55,Madrid
148,10,488.66,Madrid
149,44,1750.52,Sao Paulo
150,63,1315.97,Lisbon
151,79,3460.56,Madrid
152,50,3940.11,Rio
153,32,264.31,Sao Paulo
154,100,2054.04,Sao Paulo
155,1,4977.04,Sao Paulo
156,61,3907.18,Sao Paulo
157,100,2459.15,Lisbon
158,87,3676.71,Rio
159,39,4463.24,Madrid
160,28,2828.4,Madrid
161,97,624.33,Lisbon
162,90,3092.23,Sao Paulo
163,40,4248.65,Lisbon
164,68,4416.61,Sao Paulo
165,71,3322.1,Lisbon
166,62,1162.47,Lisbon
167,96,3312.76,Sao Paulo
168,89,188.64,Lisbon
169,8,1328.56,Sao Paulo
170,6,4703.72,Madrid
171,53,1834.54,Rio
172,70,890.09,Rio
173,9,1829.34,Lisbon
174,97,2754.22,Madrid
175,93,3430.84,Sao Paulo
176,37,1831.78,Sao Paulo
177,74,485.3,Rio
178,49,4456.48,Sao Paulo
179,100,3410.15,Lisbon
180,60,4383.35,Madrid
181,63,2509.12,Sao Paulo
182,92,3474.45,Sao Paulo
183,40,4069.96,Madrid
184,55,1276.46,Madrid
185,48,4481.03,Lisbon
186,21,3364.65,Rio
187,99,4659.55,Rio
188,2,1514.44,Rio
189,3,1600.2,Sao Paulo
190,70,1965.27,Madrid
191,80,1431.27,Rio
192,3,474.65,Madrid
193,31,2588.67,Madrid
194,50,3008.25,Rio
195,65,203.51,Madrid
196,67,525.8,Sao Paulo
197,75,4504.62,Sao Paulo
198,66,3628.48,Sao Paulo
199,90,553.46,Rio
200,68,1102.6,Madrid
201,73,4618.01,Madrid
202,10,964.22,Lisbon
203,88,571.19,Lisbon
204,100,1723.06,Rio
205,48,4920.61,Lisbon
206,38,1749.6,Lisbon
207,68,2511.02,Lisbon
208,57,2941.39,Madrid
209,76,3287.17,Rio
210,88,748.44,Sao Paulo
211,73,1725.02,Madrid
212,49,1560.88,Sao Paulo
213,98,569.05,Sao Paulo
214,15,3500.17,Rio
215,52,1085.6,Rio
216,35,1267.75,Madrid
217,65,1316.25,Sao Paulo
218,49,1382.39,Rio
219,26,2551.63,Lisbon
220,49,444.93,Lisbon
221,29,4842.44,Sao Paulo
222,77,4440.83,Sao Paulo
223,82,83.64,Lisbon
224,51,1416.5,Sao Paulo
225,74,1590.16,Madrid
226,50,2541.82,Rio
227,62,2952.95,Sao Paulo
228,75,875.83,Madrid
229,38,1585.36,Rio
230,58,3238.95,Sao Paulo
231,25,3986.49,Rio
232,16,2836.56,Lisbon
233,11,1875.66,Lisbon
234,94,2233.85,Lisbon
235,39,1947.56,Sao Paulo
236,78,1384.18,Rio
237,59,253.99,Rio
238,80,2612.86,Madrid
239,71,1503.78,Sao Paulo
240,42,1473.51,Lisbon
241,59,973.21,Rio
242,71,4067.74,Rio
243,93,130.3,Lisbon
244,92,3340.08,Rio
245,19,1107.35,Lisbon
246,24,1775.17,Lisbon
247,44,3468.02,Sao Paulo
248,73,765.06,Sao Paulo
249,57,938.85,Lisbon
250,89,1973.08,Rio
251,20,2258.95,Rio
252,21,210.61,Sao Paulo
253,72,4045.95,Rio
254,32,2226.16,Madrid
255,44,674.46,Madrid
256,80,3450.49,Lisbon
257,7,3704.59,Rio
258,60,3014.29,Lisbon
259,55,2997.02,Rio
260,77,525.44,Sao Paulo
261,58,1316.27,Lisbon
262,55,2732.68,Madrid
263,22,66.99,Madrid
264,43,4223.72,Rio
265,21,3549.63,Sao Paulo
266,71,4840.14,Sao Paulo
267,17,4028.05,Sao Paulo
268,12,2051.96,Lisbon
269,29,96.36,Madrid
270,100,2832.44,Rio
271,21,3459.18,Rio
272,35,516.13,Madrid
273,53,3096.37,Sao Paulo
274,43,4872.34,Rio
275,84,885.65,Lisbon
276,84,2052.27,Sao Paulo
277,1,56.44,Rio
278,10,1611.71,Sao Paulo
279,4,2210.11,Sao Paulo
280,69,20.49,Madrid
281,51,3749.14,Lisbon
282,93,4877.49,Lisbon
283,81,448.85,Madrid
284,12,4089.1,Sao Paulo
285,29,1016.42,Sao Paulo
286,3,178.07,Madrid
287,73,4658.33,Lisbon
288,50,1428.13,Rio
289,92,1708.04,Sao Paulo
290,89,1063.42,Rio
291,48,3746.01,Lisbon
292,82,2058.81,Rio
293,42,1370.65,Lisbon
294,35,3263.96,Lisbon
295,89,2680.9,Sao Paulo
296,48,2522.38,Sao Paulo
297,36,2493.47,Madrid
298,22,1891.96,Madrid
299,72,3248.14,Sao Paulo
300,55,2493.32,Rio
301,27,2536.17,Rio
302,55,1658.84,Lisbon
303,24,3735.68,Rio
304,82,941.32,Lisbon
305,43,1298.5,Rio
306,48,4737.68,Sao Paulo
307,90,4359.29,Sao Paulo
308,93,2096.28,Lisbon
309,88,2146.9,Lisbon
310,16,1723.41,Lisbon
311,22,2956.15,Lisbon
312,77,3688.79,Madrid
313,70,1059.3,Rio
314,79,684.37,Madrid
315,56,413.47,Lisbon
316,9,2183.42,Rio
317,79,4337.74,Rio
318,55,2383.34,Sao Paulo
319,82,2626.28,Lisbon
320,91,4313.85,Rio
321,25,4856.77,Madrid
322,12,2836.23,Sao Paulo
323,89,456.28,Rio
324,75,4134.48,Lisbon
325,56,3089.93,Madrid
326,30,4406.46,Madrid
327,90,2501.06,Lisbon
328,96,4083.11,Lisbon
329,2,1801.2,Sao Paulo
330,75,1683.98,Sao Paulo
331,2,954.33,Madrid
332,78,2633.29,Lisbon
333,98,3389.63,Sao Paulo
334,59,1513.65,Madrid
335,57,4058.41,Madrid
336,11,81.15,Madrid
337,74,1093.7,Sao Paulo
338,80,134.1,Rio
339,25,599.83,Lisbon
340,59,34.07,Lisbon
341,96,1349.23,Rio
342,2,1566.25,Lisbon
343,97,3447.25,Rio
344,52,4455.51,Sao Paulo
345,36,2862.77,Madrid
346,24,3281.85,Lisbon
347,74,1955.7,Sao Paulo
348,99,1244.07,Madrid
349,84,393.49,Sao Paulo
350,72,3872.83,Lisbon
351,14,140.46,Madrid
352,37,2268.68,Sao Paulo
353,87,1621.58,Madrid
354,2,2031.29,Sao Paulo
355,63,4502.39,Sao Paulo
356,73,4310.26,Lisbon
357,61,2583.05,Rio
358,3,686.92,Lisbon
359,15,3248.11,Madrid
360,3,2197.78,Lisbon
361,52,4558.91,Rio
362,61,4546.05,Rio
363,85,876.01,Sao Paulo
364,15,2507.7,Madrid
365,8,438.92,Sao Paulo
366,62,4781.03,Lisbon
367,51,1743.4,Rio
368,79,3856.75,Lisbon
369,66,4803.66,Madrid
370,8,1983.94,Madrid
371,65,4428.68,Lisbon
372,11,2464.38,Madrid
373,58,4142.74,Madrid
374,53,1837.2,Rio
375,61,3486.63,Rio
376,71,2506.29,Madrid
377,3,649.47,Sao Paulo
378,7,1598.26,Rio
379,1,2627.1,Madrid
380,45,2457.3,Lisbon
381,62,4420.85,Rio
382,23,3408.8,Rio
383,33,1653.79,Madrid
384,29,1650.99,Madrid
385,29,3650.31,Lisbon
386,86,3902.02,Lisbon
387,100,1986.37,Sao Paulo
388,3,2568.89,Sao Paulo
389,21,3095.84,Sao Paulo
390,54,547.29,Sao Paulo
391,57,1425.21,Lisbon
392,63,4617.33,Madrid
393,59,1846.62,Madrid
394,61,1737.97,Madrid
395,68,621.46,Sao Paulo
396,19,239.55,Madrid
397,56,1845.05,Lisbon
398,44,4133.22,Sao Paulo
399,75,464.15,Lisbon
400,55,4267.2,Madrid
401,8,2940.05,Lisbon
402,78,3828.61,Rio
403,78,3297.04,Rio
404,20,4629.56,Lisbon
405,37,1447.79,Madrid
406,81,2356.18,Rio
407,83,2272.1,Sao Paulo
408,94,3465.09,Sao Paulo
409,94,2031.21,Rio
410,45,2657.23,Rio
411,26,1663.15,Madrid
412,77,2243.14,Lisbon
413,78,3301.49,Madrid
414,60,511.58,Madrid
415,11,1801.58,Lisbon
416,55,4041.08,Lisbon
417,3,1891.72,Sao Paulo
418,92,497.76,Lisbon
419,77,4643.21,Sao Paulo
420,40,465.36,Lisbon
421,53,382.58,Madrid
422,29,1673.51,Rio
423,38,2068.76,Rio
424,12,1590.79,Rio
425,2,3113.52,Madrid
426,88,4919.29,Sao Paulo
427,83,3793.86,Lisbon
428,89,1638.09,Madrid
429,53,3443.71,Lisbon
430,92,1644.97,Lisbon
431,29,4029.41,Sao Paulo
432,39,2874.83,Lisbon
433,4,4278.68,Lisbon
434,90,3068.02,Sao Paulo
435,61,235.98,Lisbon
436,93,2317.12,Lisbon
437,90,1857.73,Sao Paulo
438,77,558.82,Madrid
439,15,1028.59,Rio
440,54,264.52,Rio
441,13,1781.21,Sao Paulo
442,42,4065.39,Madrid
443,59,4979.34,Madrid
444,63,904.36,Sao Paulo
445,76,3999.5,Lisbon
446,8,4095.0,Lisbon
447,43,4656.4,Sao Paulo
448,37,2120.84,Sao Paulo
449,96,2669.14,Sao Paulo
450,30,1727.37,Madrid
451,5,3538.16,Rio
452,1,1139.12,Lisbon
453,8,1105.25,Sao Paulo
454,46,4264.93,Sao Paulo
455,91,2592.49,Rio
456,96,1292.09,Rio
457,13,4298.83,Madrid
458,61,2395.56,Madrid
459,78,4311.21,Madrid
460,34,1712.92,Rio
461,81,3541.56,Sao Paulo
462,15,4678.11,Rio
463,78,1729.76,Lisbon
464,23,3479.69,Rio
465,88,3328.62,Rio
466,93,12.99,Lisbon
467,98,3278.53,Sao Paulo
468,36,29.21,Sao Paulo
469,37,378.48,Madrid
470,47,4376.32,Lisbon
471,55,1986.59,Sao Paulo
472,7,3204.81,Sao Paulo
473,86,946.8,Sao Paulo
474,73,1922.3,Madrid
475,29,2500.19,Rio
476,99,3291.7,Rio
477,5,379.93,Rio
478,76,1543.78,Madrid
479,17,3799.94,Rio
480,34,351.35,Rio
481,99,2204.84,Madrid
482,75,2219.92,Madrid
483,11,3126.79,Lisbon
484,57,2659.37,Sao Paulo
485,88,1030.79,Rio
486,58,2354.85,Sao Paulo
487,88,2570.89,Lisbon
488,49,232.1,Madrid
489,7,4987.29,Lisbon
490,82,1371.33,Madrid
491,64,4663.89,Lisbon
492,50,1882.2,Madrid
493,47,3683.9,Sao Paulo
494,90,1605.86,Sao Paulo
495,4,437.26,Sao Paulo
496,33,2545.39,Sao Paulo
497,3,1627.33,Rio
498,23,53.13,Sao Paulo
499,75,2325.41,Rio
500,97,1993.38,Sao Paulo
501,26,3844.05,Madrid
502,64,2942.16,Lisbon
503,26,446.83,Rio
504,8,4546.46,Madrid
505,69,1149.46,Madrid
506,30,386.68,Rio
507,53,1255.46,Madrid
508,33,1059.41,Madrid
509,64,1527.08,Rio
510,58,2135.39,Sao Paulo
511,38,3777.33,Rio
512,6,1643.1,Madrid
513,25,1561.51,Madrid
514,67,563.89,Rio
515,93,2202.56,Madrid
516,17,1994.35,Sao Paulo
517,78,2544.52,Lisbon
518,52,2150.48,Sao Paulo
519,24,1177.51,Madrid
520,27,4236.68,Madrid
521,32,1930.23,Sao Paulo
522,70,4491.01,Madrid
523,95,4651.39,Rio
524,39,3061.37,Sao Paulo
525,85,4174.76,Sao Paulo
526,51,3765.02,Sao Paulo
527,34,539.01,Rio
528,25,2951.04,Rio
529,29,2680.49,Madrid
530,56,3875.1,Madrid
531,54,4537.26,Lisbon
532,20,1934.54,Rio
533,19,3895.75,Rio
534,54,1596.38,Madrid
535,92,27.28,Sao Paulo
536,7,3616.91,Sao Paulo
537,57,555.98,Rio
538,11,3526.2,Sao Paulo
539,94,3256.21,Rio
540,48,81.06,Madrid
541,75,376.75,Rio
542,4,4008.17,Rio
543,42,812.89,Madrid
544,2,75.9,Rio
545,35,4797.42,Lisbon
546,48,3394.06,Lisbon
547,67,2480.51,Lisbon
548,56,1975.08,Rio
549,56,316.92,Rio
550,43,4388.79,Sao Paulo
551,14,4138.11,Sao Paulo
552,75,3910.16,Madrid
553,41,3749.91,Madrid
554,30,4068.14,Rio
555,61,4205.26,Lisbon
556,69,1616.15,Madrid
557,90,2499.16,Madrid
558,95,1052.02,Madrid
559,35,159.47,Lisbon
560,71,1347.75,Lisbon
561,59,213.7,Rio
562,42,3097.72,Madrid
563,63,1844.48,Madrid
564,11,2170.33,Rio
565,23,2271.02,Sao Paulo
566,28,1418.72,Rio
567,24,157.0,Sao Paulo
568,30,4464.13,Madrid
569,44,1047.75,Sao Paulo
570,68,217.6,Rio
571,40,4494.54,Sao Paulo
572,74,2274.09,Madrid
573,76,3893.85,Sao Paulo
574,87,809.18,Rio
575,82,3394.55,Sao Paulo
576,96,3290.34,Lisbon
577,31,2876.1,Rio
578,91,475.82,Rio
579,88,1402.59,Lisbon
580,69,906.6,Rio
581,34,636.97,Rio
582,63,4364.29,Madrid
583,6,3543.99,Madrid
584,3,314.63,Sao Paulo
585,24,2316.15,Lisbon
586,39,3253.85,Lisbon
587,39,850.96,Lisbon
588,50,3770.09,Sao Paulo
589,33,4022.37,Rio
590,31,2386.26,Rio
591,100,2923.13,Madrid
592,90,1284.09,Lisbon
593,53,4135.9,Madrid
594,24,4086.65,Madrid
595,35,3057.94,Rio
596,23,4336.69,Rio
597,100,3349.57,Lisbon
598,68,1401.09,Rio
599,97,1368.03,Rio
600,73,2208.82,Rio
601,29,2453.46,Lisbon
602,67,1769.27,Madrid
603,96,542.18,Lisbon
604,37,181.24,Madrid
605,10,3078.31,Madrid
606,25,2849.24,Madrid
607,76,1858.28,Sao Paulo
608,6,2089.18,Lisbon
609,46,980.86,Madrid
610,97,1664.22,Rio
611,97,1222.98,Madrid
612,1,1986.87,Rio
613,16,103.79,Rio
614,99,2635.07,Lisbon
615,54,4721.6,Lisbon
616,28,4020.51,Rio
617,11,991.46,Madrid
618,75,2894.06,Madrid
619,92,4740.73,Sao Paulo
620,90,493.02,Sao Paulo
621,13,3626.17,Sao Paulo
622,93,1274.03,Madrid
623,91,4272.9,Lisbon
624,57,1322.93,Madrid
625,71,4157.64,Rio
626,18,2552.55,Rio
627,4,2645.08,Sao Paulo
628,66,839.64,Lisbon
629,93,3424.8,Rio
630,93,2494.89,Lisbon
631,73,3668.26,Sao Paulo
632,87,1660.12,Rio
633,3,2188.14,Lisbon
634,82,1228.56,Rio
635,43,90.99,Rio
636,33,4054.98,Rio
637,62,4998.04,Lisbon
638,32,1377.41,Rio
639,29,1323.98,Madrid
640,87,2166.66,Lisbon
641,58,3175.8,Lisbon
642,21,2266.94,Lisbon
643,15,4548.64,Sao Paulo
644,3,470.01,Lisbon
645,56,4959.85,Lisbon
646,68,3449.38,Sao Paulo
647,29,4049.08,Lisbon
648,66,4887.74,Madrid
649,40,3069.21,Lisbon
650,26,4259.93,Madrid
651,30,3595.84,Rio
652,72,529.19,Madrid
653,53,2069.47,Madrid
654,46,4264.36,Rio
655,44,2904.58,Sao Paulo
656,81,4053.35,Madrid
657,90,4476.47,Madrid
658,40,320.09,Madrid
659,46,2255.52,Rio
660,14,4671.19,Rio
661,32,809.42,Sao Paulo
662,21,213.28,Madrid
663,15,220.59,Madrid
664,39,2426.05,Madrid
665,40,4921.38,Sao Paulo
666,77,93.81,Sao Paulo
667,39,4388.73,Madrid
668,7,4962.64,Lisbon
669,77,4869.58,Lisbon
670,7,2726.31,Sao Paulo
671,14,3531.92,Lisbon
672,68,3245.84,Lisbon
673,9,24.89,Madrid
674,21,1496.95,Sao Paulo
675,50,892.44,Sao Paulo
676,11,3108.45,Rio
677,11,3794.81,Rio
678,59,3765.96,Rio
679,85,2473.23,Lisbon
680,92,395.14,Lisbon
681,7,582.62,Rio
682,94,529.43,Rio
683,68,447.15,Rio
684,47,598.81,Lisbon
685,69,3440.65,Sao Paulo
686,87,1749.69,Sao Paulo
687,43,1696.44,Rio
688,29,4315.04,Madrid
689,33,3090.54,Lisbon
690,66,1581.27,Madrid
691,98,690.44,Madrid
692,83,1741.44,Rio
693,26,4224.53,Madrid
694,80,4644.84,Rio
695,33,4263.3,Madrid
696,23,365.72,Rio
697,35,3980.68,Sao Paulo
698,52,2189.91,Lisbon
699,49,2090.49,Lisbon
700,98,2667.22,Sao Paulo
701,66,4241.85,Rio
702,39,4018.51,Madrid
703,4,1452.4,Lisbon
704,15,2103.21,Sao Paulo
705,14,672.62,Madrid
706,28,4994.06,Lisbon
707,86,3859.7,Lisbon
708,66,4253.01,Sao Paulo
709,82,3679.09,Rio
710,21,1065.44,Rio
711,56,350.23,Lisbon
712,15,3207.92,Madrid
713,97,529.01,Rio
714,5,3949.59,Madrid
715,63,348.9,Sao Paulo
716,15,3308.54,Sao Paulo
717,52,316.25,Madrid
718,9,751.94,Madrid
719,6,2890.09,Rio
720,93,3479.1,Rio
721,8,2674.07,Sao Paulo
722,60,154.66,Lisbon
723,34,3555.94,Sao Paulo
724,21,4880.9,Lisbon
725,100,3730.9,Lisbon
726,69,616.56,Lisbon
727,69,3031.79,Lisbon
728,78,1589.45,Madrid
729,45,854.46,Rio
730,3,4828.54,Madrid
731,67,1486.9,Lisbon
732,52,57.43,Madrid
733,2,4192.03,Madrid
734,63,125.74,Madrid
735,4,545.9,Madrid
736,47,4024.84,Rio
737,98,801.42,Lisbon
738,7,934.75,Rio
739,25,1936.38,Madrid
740,19,1405.12,Sao Paulo
741,35,3711.83,Sao Paulo
742,76,2186.63,Lisbon
743,56,1701.49,Lisbon
744,58,68.79,Lisbon
745,59,2006.33,Sao Paulo
746,96,3548.63,Sao Paulo
747,30,4371.86,Madrid
748,27,4388.49,Rio
749,7,698.45,Rio
750,91,1845.83,Sao Paulo
751,73,4201.21,Lisbon
752,31,1793.55,Rio
753,89,4210.05,Madrid
754,81,2161.54,Sao Paulo
755,24,3013.83,Madrid
756,84,2143.42,Madrid
757,36,2937.25,Madrid
758,7,3658.13,Sao Paulo
759,41,2602.17,Lisbon
760,25,162.43,Sao Paulo
761,87,551.68,Rio
762,41,709.54,Rio
763,59,771.98,Madrid
764,53,4510.71,Madrid
765,85,286.93,Rio
766,45,574.65,Lisbon
767,36,4602.4,Lisbon
768,66,2403.77,Rio
769,50,1598.28,Lisbon
770,4,2972.57,Sao Paulo
771,13,4443.79,Rio
772,50,2832.38,Sao Paulo
773,98,360.28,Rio
774,87,2202.78,Lisbon
775,8,600.4,Madrid
776,17,3641.66,Madrid
777,47,3126.68,Sao Paulo
778,82,1995.88,Madrid
779,52,4722.51,Madrid
780,67,1893.86,Lisbon
781,46,878.36,Lisbon
782,65,3724.57,Lisbon
783,43,3021.17,Madrid
784,17,2036.72,Madrid
785,53,4293.3,Sao Paulo
786,55,1058.15,Lisbon
787,16,3437.71,Rio
788,26,907.04,Lisbon
789,93,4731.3,Lisbon
790,23,4510.13,Sao Paulo
791,15,3852.02,Lisbon
792,64,3070.65,Lisbon
793,92,817.74,Madrid
794,99,25.51,Sao Paulo
795,93,3237.52,Rio
796,70,4038.32,Lisbon
797,21,3071.81,Sao Paulo
798,87,4090.74,Sao Paulo
799,9,2262.69,Lisbon
800,91,3220.13,Lisbon
801,88,3117.7,Rio
802,39,681.85,Sao Paulo
803,21,4506.86,Sao Paulo
804,91,99.58,Rio
805,28,4795.24,Sao Paulo
806,14,3831.05,Lisbon
807,45,3005.56,Lisbon
808,74,2648.07,Madrid
809,45,610.73,Madrid
810,55,589.6,Lisbon
811,27,3404.96,Sao Paulo
812,51,4145.64,Sao Paulo
813,2,3959.31,Sao Paulo
814,40,4156.49,Lisbon
815,45,974.32,Rio
816,43,165.35,Lisbon
817,35,3376.43,Lisbon
818,98,4019.93,Lisbon
819,45,176.84,Rio
820,81,1768.52,Sao Paulo
821,5,2619.27,Madrid
822,35,1608.18,Lisbon
823,50,4286.68,Lisbon
824,14,268.8,Rio
825,19,567.14,Rio
826,41,1423.93,Sao Paulo
827,46,541.6,Rio
828,75,554.04,Sao Paulo
829,57,3810.07,Madrid
830,92,3278.3,Sao Paulo
831,24,4210.65,Sao Paulo
832,64,3682.81,Sao Paulo
833,1,3762.02,Sao Paulo
834,97,3105.27,Sao Paulo
835,35,2011.68,Lisbon
836,32,2764.69,Sao Paulo
837,72,1930.43,Rio
838,21,878.75,Rio
839,74,1484.97,Rio
840,84,826.9,Lisbon
841,93,2312.39,Rio
842,23,4869.96,Madrid
843,85,4285.58,Rio
844,60,2708.77,Madrid
845,71,1053.82,Sao Paulo
846,95,2574.98,Lisbon
847,69,3826.15,Madrid
848,65,3372.88,Lisbon
849,89,3873.94,Rio
850,12,1040.54,Lisbon
851,10,1696.53,Sao Paulo
852,24,1372.73,Madrid
853,42,850.75,Madrid
854,44,965.57,Rio
855,47,3596.9,Lisbon
856,79,4695.58,Madrid
857,57,1643.95,Madrid
858,39,2366.2,Rio
859,76,2144.36,Rio
860,38,1072.68,Sao Paulo
861,34,1897.43,Sao Paulo
862,19,4779.9,Madrid
863,9,2712.57,Sao Paulo
864,74,1860.63,Sao Paulo
865,22,3492.76,Madrid
866,46,639.88,Lisbon
867,42,4534.05,Rio
868,71,2267.39,Rio
869,12,2341.01,Lisbon
870,56,2729.6,Rio
871,46,3473.51,Madrid
872,11,4815.11,Sao Paulo
873,24,715.89,Rio
874,20,4130.25,Lisbon
875,34,2880.8,Lisbon
876,4,22.38,Sao Paulo
877,49,1571.5,Rio
878,62,733.75,Sao Paulo
879,75,4067.38,Rio
880,86,238.23,Rio
881,14,4560.69,Sao Paulo
882,74,1294.25,Madrid
883,63,2814.47,Lisbon
884,5,1493.07,Sao Paulo
885,46,1779.62,Sao Paulo
886,47,1480.71,Madrid
887,28,203.17,Lisbon
888,85,1523.28,Sao Paulo
889,6,3746.02,Rio
890,72,1544.3,Sao Paulo
891,84,2118.57,Rio
892,23,508.19,Madrid
893,77,4797.46,Madrid
894,41,212.56,Rio
895,65,3503.17,Sao Paulo
896,85,3854.27,Sao Paulo
897,62,742.65,Sao Paulo
898,35,1697.0,Lisbon
899,58,2378.41,Lisbon
900,74,2497.81,Madrid
901,94,4313.46,Lisbon
902,65,2961.57,Rio
903,98,1647.09,Lisbon
904,32,364.96,Sao Paulo
905,43,2748.61,Lisbon
906,84,3711.66,Madrid
907,17,598.31,Lisbon
908,97,4175.39,Rio
909,48,486.85,Madrid
910,79,72.36,Sao Paulo
911,80,1746.35,Madrid
912,52,4167.68,Lisbon
913,29,3975.22,Sao Paulo
914,19,3830.2,Madrid
915,54,4719.41,Madrid
916,27,1278.61,Madrid
917,97,1530.23,Madrid
918,75,3577.68,Sao Paulo
919,20,4238.27,Sao Paulo
920,91,4095.54,Lisbon
921,56,3131.07,Lisbon
922,52,168.34,Lisbon
923,95,4887.37,Madrid
924,74,3491.3,Madrid
925,51,4703.53,Sao Paulo
926,53,622.09,Madrid
927,1,2875.51,Sao Paulo
928,73,2228.98,Lisbon
929,100,4332.52,Madrid
930,82,3172.58,Lisbon
931,80,4780.25,Sao Paulo
932,98,549.72,Madrid
933,75,455.4,Rio
934,80,253.12,Lisbon
935,81,3046.77,Sao Paulo
936,42,4655.26,Rio
937,6,3526.28,Lisbon
938,49,2267.1,Madrid
939,77,705.64,Rio
940,32,2496.63,Lisbon
941,8,4802.8,Lisbon
942,71,3918.6,Sao Paulo
943,1,2711.52,Sao Paulo
944,26,1435.06,Sao Paulo
945,33,2213.1,Rio
946,36,3698.97,Lisbon
947,20,3303.87,Rio
948,7,805.99,Sao Paulo
949,51,3814.26,Madrid
950,88,4376.01,Sao Paulo
951,81,3241.5,Lisbon
952,3,2876.73,Rio
953,94,1777.52,Rio
954,47,3437.2,Sao Paulo
955,39,4313.76,Sao Paulo
956,40,1732.73,Rio
957,58,2646.5,Madrid
958,15,4367.82,Lisbon
959,31,4666.84,Madrid
